year,title,abstract,full_text
1988,What Size Net Gives Valid Generalization?,,81 WHAT SIZE  NET GIVES  VALID GENERALIZATION?* Eric B.  Baum Department of Physics Princeton University Princeton NJ 08540 David Haussler Computer and Information Science University of California Santa Cruz
1988,A Low-Power CMOS Circuit Which Emulates Temporal Electrical Properties of Neurons,,678 A LOW-POWER CMOS CIRCUIT WHICH EMULATES TEMWORALELECTIDCALPROPERTIES OF NEURONS Jack L. Meador and Clint S. Cole Electrical and Computer Engineering Dept. Washington State University Pullman WA. 99164-2752 ABSTRACf This  paper  describes  a  CMOS  artificial  neuron.  The  circuit  is directly  derived  from  the  voltage-gated  channel  model  of  neural membrane
1988,Linear Learning: Landscapes and Algorithms,,LINEAR LEARNING: LANDSCAPES  AND  ALGORITHMS 65 Pierre Baldi Jet  Propulsion Laboratory California Institute of Technology Pasadena
1988,Applications of Error Back-Propagation to Phonetic Classification,,206 APPLICATIONS OF ~RROR BACK-PROPAGATION TO PHONETIC CLASSIFICATION Hong C. Leung & Victor W. Zue Spoken Language Systems Group Laboratory for Computer Science Massachusetts Institute of Technology Cambridge
1988,An Analog Self-Organizing Neural Network Chip,,739 AN ANALOG SELF-ORGANIZING NEURAL NElWORK CHIP James R. Mann Sheldon Gilbert MIT Lincoln Laboratory 244 Wood Street Lexington
1988,A Bifurcation Theory Approach to the Programming of Periodic Attractors in Network Models of Olfactory Cortex,,A BIFURCATION THEORY APPROACH TO THE PROGRAMMING OF PERIODIC A TTRACTORS IN NETWORK MODELS OF OLFACTORY CORTEX 459 Bill  Baird Department  of  Biophysics U.C.  Berkeley ABSTRACT A  new  learning  algorithm  for  the  storage  of  static and  periodic  attractors  in  biologically  inspired recurrent  analog  neural  networks  is  introduced. For  a  network  of  n  nodes
1988,Heterogeneous Neural Networks for Adaptive Behavior in Dynamic Environments,,577 HETEROGENEOUS NEURAL NETWORKS FOR ADAPTIVE BEHAVIOR IN DYNAMIC ENVIRONMENTS Hillel J. Chiel Biology Dept. & CAISR CWRU Randall D. Beer Dept. of Computer Engineering and Science and Center for Automation and Intelligent Systems Research Case Western Reserve University Cleveland
1988,Programmable Analog Pulse-Firing Neural Networks,,PROGRAMMABLE ANALOG PULSE-FIRING NEURAL NETWORKS 671 Alan F.  Murray Dept.  of Elec.  Eng.
1988,An Analog VLSI Chip for Thin-Plate Surface Interpolation,,AN ANALOG VLSI CHIP FOR THIN-PLATE SURFACE INTERPOLATION 687 John G. Harris California Institute of Technology Computation and Neural Systeins Option
1988,Simulation and Measurement of the Electric Fields Generated by Weakly Electric Fish,,436 SIMULATION AND MEASUREMENT OF THE ELECTRIC FIELDS GENERATED BY WEAKLY ELECTRIC FISH Brian Rasnow1
1988,Training Multilayer Perceptrons with the Extended Kalman Algorithm,,TRAINING MULTILAYER PERCEPTRONS WITH THE EXTENDED KALMAN ALGORITHM 133 Sharad Singhal and Lance Wu Bell Communications Research
1988,An Electronic Photoreceptor Sensitive to Small Changes in Intensity,,720 AN ELECTRONIC PHOTORECEPTOR SENSITIVE TO SMALL CHANGES IN INTENSITY T. Delbriick and C. A. Mead 256-80 Computer Science California Institute of Technology Pasadena
1988,Training a 3-Node Neural Network is NP-Complete,,494 TRAINING A  3-NODE NEURAL NETWORK IS  NP-COMPLETE Avrim Blum' MIT Lab.  for  Computer Science Cambridge
1988,Automatic Local Annealing,,602 AUTOMATIC LOCAL ANNEALING Jared Leinbach Deparunent of Psychology Carnegie-Mellon University Pittsburgh
1988,Adaptive Neural Net Preprocessing for Signal Detection in Non-Gaussian Noise,,124 ADAPTIVE  NEURAL  NET  PREPROCESSING FOR SIGNAL DETECTION IN  NON-GAUSSIAN  NOISE1 Richard  P.  Lippmann  and  Paul Beckman MIT  Lincoln  Laboratory Lexington
1988,Learning the Solution to the Aperture Problem for Pattern Motion with a Hebb Rule,,468 LEARNING THE SOLUTION TO THE APERTURE PROBLEM FOR PATTERN MOTION WITH A HEBB RULE Martin I. Sereno Cognitive Science C-015 University of California
1988,GENESIS: A System for Simulating Neural Networks,,485 GENESIS: A SYSTEM FOR SIMULATING NEURAL NETWOfl.KS Matthew A. Wilson
1988,Neural Architecture,,794 NEURAL  ARCHITECTURE Valentino Braitenberg Max Planck Institute Federal Republic of Germany While  we  are  waiting for  the  ultimate  biophysics of cell  membranes and  synapses to be completed
1988,Learning by Choice of Internal Representations,,73 LEARNING  BY CHOICE OF INTERNAL REPRESENTATIONS Tal Grossman
1988,Adaptive Neural Networks Using MOS Charge Storage,,761 Adaptive Neural Networks  Using MOS  Charge Storage D.  B.  Schwartz 1
1988,Implications of Recursive Distributed Representations,,RECURSIVE DISTRIBUTED REPRESENTATIONS IMPLICATIONS OF 527 Jordan B.  Pollack Laboratory for A I Research Ohio State University Columbus
1988,Backpropagation and Its Application to Handwritten Signature Verification,,340 BACKPROPAGATION AND ITS APPLICATION TO HANDWRITTEN SIGNATURE VERIFICATION Dorothy A.  Mighell Electrical Eng.  Dept. Info.  Systems Lab Stanford University Stanford
1988,Theory of Self-Organization of Cortical Maps,,451 THEORY OF SELF-ORGANIZATION OF CORTICAL MAPS Fundamental Research Laboratorys
1988,An Adaptive Network That Learns Sequences of Transitions,,653 AN ADAPTIVE NETWORK THAT LEARNS SEQUENCES OF TRANSITIONS C. L. Winter Science Applications International Corporation 5151 East Broadway
1988,Dynamics of Analog Neural Networks with Time Delay,,568 DYNAMICS OF ANALOG NEURAL NETWORKS WITH TIME DELAY C.M. Marcus and RM. Westervelt Division of Applied Sciences and Department of Physics Harvard University
1988,On the K-Winners-Take-All Network,,634 ON THE K-WINNERS-TAKE-ALL NETWORK E.  Majani Jet Propulsion Laboratory California Institute of Technology R.  Erlanson
1988,Does the Neuron Learn like the Synapse?,,169 DOES THE NEURON LEARN LIKE THE SYNAPSE? RAOUL TAWEL Jet Propulsion Laboratory California Institute of Technology Pasadena
1988,Use of Multi-Layered Networks for Coding Speech with Phonetic Features,,224 USE  OF  MULTI-LAYERED  NETWORKS  FOR CODING  SPEECH  WITH  PHONETIC  FEATURES Yoshua Bengio
1988,Electronic Receptors for Tactile/Haptic Sensing,,ELECTRONIC  RECEPTORS  FOR  TACTILE/HAPTIC·  SENSING 785 Electrical and Computer Engineering The Johns Hopkins University Andreas G. Andreou Baltimore
1988,A Programmable Analog Neural Computer and Simulator,,712 A PROGRAMMABLE ANALOG NEURAL COMPUTER AND SIMULATOR Paul Mueller*
1988,An Information Theoretic Approach to Rule-Based Connectionist Expert Systems,,256 AN INFORMATION  THEORETIC APPROACH TO RULE-BASED  CONNECTIONIST EXPERT SYSTEMS Rodney  M.  Goodman
1988,A Connectionist Expert System that Actually Works,,248 A CONNECTIONIST EXPERT SYSTEM THAT ACTUALLY WORKS Gary  Bradshaw Psychology Richard  Fozzard Computer Science LouisCeci Computer Science University of Colorado Boulder
1988,Cricket Wind Detection,,802 CRICKET WIND  DETECTION John  P.  Miller Neurobiology  Group
1988,ALVINN: An Autonomous Land Vehicle in a Neural Network,,ALVINN: AN AUTONOMOUS LAND VEHICLE IN A NEURAL NETWORK 305 Dean A. Pomerleau Computer Science Department Carnegie Mellon University Pittsburgh
1988,Fast Learning in Multi-Resolution Hierarchies,,29 FAST LEARNING IN MULTI-RESOLUTION HIERARCHIES Yale Computer Science
1988,Mapping Classifier Systems Into Neural Networks,,49 Mapping Classifier Systems Into  Neural  Networks Lawrence  Davis BBN Laboratories BBN Systems and Technologies Corporation 10 Moulton Street Cambridge
1988,A Network for Image Segmentation Using Color,,297 A NETWORK FOR IMAGE SEGMENTATION USING COLOR Anya Hurlbert and Tomaso Poggio Center for Biological Information Processing at Whitaker College Department of Brain and Cognitive Science and the MIT AI Laboratory Cambridge
1988,A Model for Resolution Enhancement (Hyperacuity) in Sensory Representation,,444 A MODEL FOR RESOLUTION ENHANCEMENT (HYPERACUITY)  IN  SENSORY REPRESENTATION Jun  Zhang and John  P.  Miller Neurobiology  Group
1988,Temporal Representations in a Connectionist Speech System,,240 TEMPORAL REPRESENTATIONS  IN A CONNECTIONIST SPEECH  SYSTEM Erich  J.  Smythe 207  Greenmanville  Ave
1988,Neural Network Star Pattern Recognition for Spacecraft Attitude Determination and Control,,314 NEURAL NETWORK STAR PATTERN RECOGNITION  FOR  SPACECRAFT ATTITUDE DETERMINATION AND CONTROL Phillip Alvelda
1988,A Massively Parallel Self-Tuning Context-Free Parser,,A MASSIVELY PARALLEL SELF-TUNING CONTEXT-FREE PARSER! 537 Eugene Santos Jr. Department of Computer Science Brown  University Box 1910
1988,Neural Net Receivers in Multiple Access-Communications,,272 NEURAL NET RECEIVERS IN MULTIPLE-ACCESS COMMUNICATIONS Bernd-Peter Paris
1988,A Computationally Robust Anatomical Model for Retinal Directional Selectivity,,477 A  COMPUTATIONA.LLY ROBUST ANATOlVIICAL  MODEL  FOR RETIN.AL DIRECTIONAL SELECTI\lITY Norberto  M.  Grzywacz Center BioI.  Inf.  Processing MIT
1988,Statistical Prediction with Kanerva's Sparse Distributed Memory,,586 STATISTICAL PREDICTION WITH KANERVA'S SPARSE DISTRmUTED MEMORY David Rogers Research Institute for Advanced Computer Science MS 230-5
1988,Learning Sequential Structure in Simple Recurrent Networks,,643 LEARNING SEQUENTIAL STRUCTURE IN SIMPLE RECURRENT NETWORKS David Servan-Schreiber. Axel Cleeremans. and James L. McClelland Departtnents of Computer Science and Psycholgy Carnegie Mellon University Pittsburgh
1988,A Back-Propagation Algorithm with Optimal Use of Hidden Units,,A BACK-PROPAGATION ALGORITHM WITH OPTIMAL USE OF HIDDEN UNITS 519 Yves  Chauvin Thomson-CSF
1988,GEMINI: Gradient Estimation Through Matrix Inversion After Noise Injection,,GEMINI: GRADIENT ESTIMATION THROUGH MATRIX INVERSION AFTER NOISE INJECTION 141 Yann Le Cun 1 Conrad C. Galland and Georey E. Hinton Department of Computer Science University of Toronto 10 King's College Rd Toronto
1988,A Self-Learning Neural Network,,769 A SELF-LEARNING NEURAL NETWORK A. Hartstein and R. H. Koch IBM - Thomas J. Watson Research Center Yorktown Heights
1988,Neural Networks for Model Matching and Perceptual Organization,,618 NEURAL NETWORKS FOR MODEL MATCHING AND PERCEPTUAL ORGANIZATION Gene Gindi EE Department Yale University New Haven
1988,Neuronal Maps for Sensory-Motor Control in the Barn Owl,,366 NEURONAL MAPS FOR SENSORY -MOTOR CONTROL IN THE BARN OWL C.D. Spence
1988,Performance of Synthetic Neural Network Classification of Noisy Radar Signals,,281 PERFORMANCE OF  SYNTHETIC  NEURAL NETWORK  CLASSIFICATION  OF  NOISY RADAR SIGNALS S. C.  Ahalt F. D.  Garber I. Jouny A.  K . Krishnamurthy Department of Electrical Engineering The Ohio State University
1988,Connectionist Learning of Expert Preferences by Comparison Training,,99 Connectionist  Learning of Expert  Preferences  by Comparison  Training Gerald  Tesauro IBl\f Thomas.1.  '''atson  Rcsearc11  Centcr PO  Box  704
1988,Winner-Take-All Networks of O(N) Complexity,,703 WINNER-TAKE-ALL NETWORKS OF O(N) COMPLEXITY J. Lazzaro
1988,Neural Network Recognizer for Hand-Written Zip Code Digits,,323 NEURAL NETWORK RECOGNIZER FOR HAND-WRITTEN ZIP CODE DIGITS J. S. Denker
1988,Analog Implementation of Shunting Neural Networks,,ANALOG  IMPLEMENTATION  OF  SHUNTING NEURAL  NETWORKS 695 Bahram Nabet
1988,Range Image Restoration Using Mean Field Annealing,,594 Range Image Restoration using Mean Field Annealing Gri L.  Bilbro Wesley  E.  Snyder Center for  Communications and Signal  Processing North  Carolina State  University Raleigh
1988,Analyzing the Energy Landscapes of Distributed Winner-Take-All Networks,,626 ANALYZING THE ENERGY LANDSCAPES OF  DISTRIBUTED WINNER-TAKE-ALL  NETWORKS David S.  Touretzky School of Computer Science Carnegie Mellon University Pittsburgh
1988,Neural Approach for TV Image Compression Using a Hopfield Type Network,,264 NEURAL APPROACH FOR TV IMAGE COMPRESSION USING A HOPFIELD TYPE NETWORK Jean-Bernard THEETEN Laboratoire d'Electronique et de Physique Appliquee * Martine NAILLON 3 Avenue DESCARTES
1988,Speech Recognition: Statistical and Neural Information Processing Approaches,,796 SPEECH  RECOGNITION:  STATISTICAL AND NEURAL  INFORMATION PROCESSING APPROACHES John S.  Bridle Speech  Research Unit and National Electronics Research Initiative in Pattern Recognition Royal Signals and  Radar Establishment Malvern UK Automatic Speech Recognition (ASR) is an artificial perception problem:  the input is  raw
1988,Convergence and Pattern-Stabilization in the Boltzmann Machine,,511 CONVERGENCE AND PATTERN STABILIZATION IN THE BOLTZMANN MACHINE MosheKam Roger Cheng Dept. of Electrical and Computer Eng. Drexel University
1988,Models of Ocular Dominance Column Formation: Analytical and Computational Results,,LINEAR LEARNING: LANDSCAPES  AND  ALGORITHMS 65 Pierre Baldi Jet  Propulsion Laboratory California Institute of Technology Pasadena
1988,Digital Realisation of Self-Organising Maps,,728 DIGITAL REALISATION OF SELF-ORGANISING MAPS Nigel M. Allinson M~rtin J. Johnson Department of Electronics University of York York Y015DD England ABSTRACT Kevin J. Moon The method is presented. A digital realisation of two-dimensional self-organising feature maps is based on subspace technique. Weight vector classification using an n-tuple approximation and orthogonal projections to produce a winner(cid:173)takes-all network are also discussed. Over one million eective binary weights can be applied in 25ms using a conventional microcomputer. Details of a number of image recognition tasks
1988,Further Explorations in Visually-Guided Reaching: Making MURPHY Smarter,,348 Further Explorations in Visually-Guided Reaching:  Making  MURPHY Smarter Bartlett W.  Mel Center for  Complex Systems Research Beckman Institute
1988,Scaling and Generalization in Neural Networks: A Case Study,,160 SCALING  AND  GENERALIZATION IN NEURAL  NETWORKS:  A  CASE STUDY Subutai Ahmad Center for  Complex Systems  Research University of Illinois at Urbana-Champaign 508  S.  6th St.
1988,A Model of Neural Oscillator for a Unified Submodule,,560 A MODEL OF NEURAL OSCILLATOR FOR A UNIFIED SUEt10DULE A.B.Kirillov
1988,An Optimality Principle for Unsupervised Learning,,11 AN  OPTIMALITY PRINCIPLE FOR UNSUPERVISED LEARNING Terence D.  Sanger MIT AI  Laboratory
1988,Neural Analog Diusion-Enhancement Layer and Spatio-Temporal Grouping in Early Vision,,289 NEURAL ANALOG DIUSION-ENHANCEMENT LAYER AND SPATIO-TEMPORAL GROUPING IN EARLY VISION Allen M. Waxman·
1988,Optimization by Mean Field Annealing,,OPTIMIZATION BY MEAN FIELD ANNEALING 91 Gri Bilbro ECE Dept. NCSU Raleigh
1988,An Application of the Principle of Maximum Information Preservation to Linear Systems,,186 AN APPLICATION OF THE PRINCIPLE OF MAXIMUM INFORMATION PRESERVATION TO LINEAR SYSTEMS IBM T. J.  Watson Research Center
1988,Spreading Activation over Distributed Microfeatures,,553 SPREADING ACTIVATION OVER DISTRIBUTED MICROFEATURES * James Hendler Depart.ment
1988,Consonant Recognition by Modular Construction of Large Phonemic Time-Delay Neural Networks,,Consonant Recognition by Modular Construction of Large Phonemic Time-Delay Neural Networks 215 Alex Waibel Carnegie-Mellon University Pittsburgh
1988,Constraints on Adaptive Networks for Modeling Human Generalization,,2 CONSTRAINTS ON ADAPTIVE NETWORKS FOR MODELING HUMAN GENERALIZATION M. Pavel Mark A. Gluck Van Henkle Departm£1Il of Psychology Stanford University Stanford. CA 94305 ABSTRACT The potential of adaptive  networks  to learn categorization rules and to model  human  performance  is  studied  by  comparing  how  natural  and artificial systems respond to new inputs
1988,Self Organizing Neural Networks for the Identification Problem,,57 Self  Organizing  Neural  Networks  for  the Identification  Problem Manoel Fernando Tenorio School of Electrical Engineering Purdue University VV. Lafayette
1988,Learning with Temporal Derivatives in Pulse-Coded Neuronal Systems,,LEARNING WITH TEMPORAL DERIVATIVES IN PULSE-CODED NEURONAL SYSTEMS Mark Gluck David B. Parker Eric S. Reifsnider 195 Department of Psychology Stanford University Stanford
1988,Using Backpropagation with Temporal Windows to Learn the Dynamics of the CMU Direct-Drive Arm II,,356 USING BACKPROPAGATION WITH TEMPORAL WINDOWS TO LEARN THE DYNAMICS OF THE CMU DIRECT-DRIVE ARM II K.  Y.  Goldberg and B.  A.  Pearlmutter School of Computer Science Carnegie Mellon University Pittsburgh
1988,Storing Covariance by the Associative Long-Term Potentiation and Depression of Synaptic Strengths in the Hippocampus,,394 STORING COVARIANCE BY THE ASSOCIATIVE LONG·TERM POTENTIATION AND DEPRESSION OF SYNAPTIC STRENGTHS IN THE HIPPOCAMPUS Patric K. Stanton· and Terrence J. Sejnowskit Department of Biophysics Johns Hopkins University Baltimore
1988,Fixed Point Analysis for Recurrent Networks,,149 FIXED POINT ANALYSIS FOR RECURRENT NETWORKS Mary B. Ottaway Dana H. Ballard Patrice Y. Simard Dept. of Computer Science University of Rochester Rochester NY 14627 ABSTRACT This paper provides a systematic analysis of the recurrent backpropaga(cid:173)tion (RBP) algorithm
1989,Comparing the Performance of Connectionist and Statistical Classifiers on an Image Segmentation Problem,,614 Gish and Blanz Comparing  the  Performance  of Connectionist and  Statistical  Classifiers  on  an  Image Segmentation  Problem Sheri  L.  Gish  w.  E.  Blanz IBM  Almaden  Research  Center 650 Harry Road San Jose
1989,Analog Circuits for Constrained Optimization,,Analog Circuits for  Constrained Optimization 777 A nalog  Circuits for  Constrained  Optimization John  C.  Platt  1 Computer Science  Department
1989,Training Stochastic Model Recognition Algorithms as Networks can Lead to Maximum Mutual Information Estimation of Parameters,,Training Stochastic Model Recognition Algorithms 211 Training  Stochastic  Model  Recognition Algorithms  as  Networks  can  lead  to  Maximum Mutual Information  Estimation  of Parameters John s. Bridle Royal Signals and  Radar Establishment Great  Malvern Worcs. UK WR143PS ABSTRACT One  of the  attractions  of neural  network  approaches  to  pattern recognition  is  the  use  of a  discrimination-based  training  method. We  show  that once  we  have  modified  the  output  layer  of a  multi(cid:173)layer perceptron to provide mathematically correct  probability dis(cid:173)tributions
1989,Can Simple Cells Learn Curves? A Hebbian Model in a Structured Environment,,Can Simple Cells Learn Curves?  A Hebbian Model in a Structured Environment 125 Can Simple Cells Learn Curves?  A Hebbian Model in a  Structured Environment William R.  Softky Daniel M.  Kammen Divisions of Biology and Physics Divisions of Biology and  Engineering 103-33 Caltech Pasadena
1989,Development and Regeneration of Eye-Brain Maps: A Computational Model,,92 Cowan and Friedman Development and Regeneration of Eye-Brain Maps: A  Computational Model J.D. Cowan  and A.E. Friedman Department of Mathematics. Committee on Neurobiology. and Brain Research Institute. The University of Chicago. 5734  S. Univ. Ave .• Chicago. Illinois 60637 ABSTRACT We outline a computational model  of the development and regenera(cid:173)tion of specific eye-brain circuits. The model comprises a self-organiz(cid:173)ing map-forming network which uses local Hebb rules. constrained by molecular markers.  Various  simulations of the development of eye(cid:173)brain maps in fish and frogs are described. 1  INTRODUCTION The brain is a biological computer of immense complexity comprising highly specialized neurons and neural circuits.  Such neurons  are interconnected with  high specificity  in many regions of the brain. if not in all. There are also many observations which indicate that there is also considerable circuit plasticity.  Both specificity and plasticity are found in  the development and regeneration  of eye-brain connections in  vertebrates.  Sperry (1944) frrst demonstrated specificity in the regeneration of eye-brain connections in frogs following  optic nerve section and eye rotation
1989,Predicting Weather Using a Genetic Memory: A Combination of Kanerva's Sparse Distributed Memory with Holland's Genetic Algorithms,,Predicting Weather Using a Genetic Memory 455 Predicting Weather Using a Genetic Memory: a Combi(cid:173)nation of Kanerva's Sparse Distributed Memory  with Holland's Genetic Algorithms David Rogers Research Institute for Advanced Computer Science MS 230-5
1989,Neural Network Analysis of Distributed Representations of Dynamical Sensory-Motor Transformations in the Leech,,28 Lockery t Fang and Sejnowski Neu.·al Network Analysis of Distributed Representations of Dynamical Sensory-Motor rrransformations in the Leech Shawn R. LockerYt Van Fangt and Terrence J. Sejnowski Computational Neurobiology Laboratory Salk Institute for Biological Studies Box 85800
1989,A Computer Modeling Approach to Understanding the Inferior Olive and Its Relationships to the Cerebellar Cortex in Rats,,A Computer Modeling Approach to Understanding 117 A computer modeling approach to  understanding the inferior olive and its relationship to the cerebellar cortex in rats Maurice Lee and James M. Bower Computation and Neural Systems Program California Institute of Technology Pasadena
1989,Generalization and Scaling in Reinforcement Learning,,550 Ackley and Littman Generalization  and  scaling  in  reinforcement learning David H.  Ackley Michael L.  Littman Cognitive Science  Research Group Bellcore Morristown
1989,Neural Network Weight Matrix Synthesis Using Optimal Control Techniques,,348 Farotimi
1989,Collective Oscillations in the Visual Cortex,,76 Kammen
1989,Neural Networks: The Early Days,,828 Cowan Neural networks: the early days J.D. Cowan Department of Mathematics
1989,Operational Fault Tolerance of CMAC Networks,,340 Carter
1989,Eects of Firing Synchrony on Signal Propagation in Layered Networks,,Eects of Firing Synchrony on Signal Propagation in Layered Networks 141 Eects  of Firing  Synchrony  on  Signal Propagation in  Layered Networks G. T.  Kenyon
1989,Acoustic-Imaging Computations by Echolocating Bats: Unification of Diversely-Represented Stimulus Features into Whole Images,,2 Simmons Acoustic-Imaging  Computations  by  Echolocating Bats: Unification  of Diversely-Represented  Stimulus Features  into  Whole  Images. James A. Simmons Department of Psychology and Section of Neurobiology
1989,Time Dependent Adaptive Neural Networks,,710 Pineda Time DependentAdaptive Neural Networks Fernando J. Pineda Center for Microelectronics Technology Jet Propulsion Laboratory California Institute of Technology Pasadena
1989,Neural Network Visualization,,Neural Network Visualization 465 NEURAL  NETWORK  VISUALIZATION Jakub Wejchert Gerald Tesauro IB M  Research T.J.  Watson Research Center Yorktown Heights NY  10598 ABSTRACT We  have developed graphics  to visualize  static and dynamic infor(cid:173)mation in layered neural network learning systems.  Emphasis  was placed  on  creating new  visuals  that  make  use  of spatial arrange(cid:173)ments
1989,Discovering the Structure of a Reactive Environment by Exploration,,Discovering the Structure of a Reactive Environment by Exploration 439 Discovering the Structure of a Reactive Environment by Exploration Michael C. Mozer Department of Computer Science and Institute of Cognitive Science University of Colorado Boulder
1989,A Self-organizing Associative Memory System for Control Applications,,332 Hormel A  Sell-organizing Associative Memory System  lor Control Applications Michael  Bormel Department  of  Control  Theory  and  Robotics Technical  University  of  Darmstadt Schlossgraben  1 6100  Darmstadt/W.-Ger.any ABSTRACT The  CHAC  storage  scheme  has  been  used  as  a  basis for  a  software  implementation  of  an  associative .emory  system  AHS
1989,Complexity of Finite Precision Neural Network Classifier,,668 Dembo
1989,Neuronal Group Selection Theory: A Grounding in Robotics,,308 Donnett and Smithers Neuronal  Group  Selection  Theory: A  Grounding in  Robotics Jim Donnett and Tim Smithers Department of Artificial Intelligence University of Edinburgh 5  Forrest Hill Edinburgh  EH12QL SCOTLAND ABSTRACT In this paper
1989,Dimensionality Reduction and Prior Knowledge in E-Set Recognition,,178 Lang and Hinton Dimensionality Reduction and Prior Knowledge  in E-set Recognition Kevin J. Lang1 Computer Science Dept. Carnegie Mellon University Pittsburgh
1989,A self-organizing multiple-view representation of 3D objects,,274 WeinshalI
1989,Associative Memory in a Simple Model of Oscillating Cortex,,68 Baird Associative  Memory  in  a  Simple  Model  of Oscillating  Cortex Bill Baird Dept Molecular and Cell  Biology
1989,Adjoint Operator Algorithms for Faster Learning in Dynamical Neural Networks,,498 Barben
1989,Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks,,84  Wilson and Bower Computer  Simulation  of Oscillatory  Behavior in  Cerebral  Cortical Networks Matthew A.  Wilson and James M.  Bower! Computation and  Neural  Systems Program Division of Biology
1989,Coupled Markov Random Fields and Mean Field Theory,,660 Geiger and Girosi Coupled  Markov  Random  Fields  and Mean  Field  Theory Davi Geigerl Artificial Intelligence Laboratory
1989,Pulse-Firing Neural Chips for Hundreds of Neurons,,Pulse-Firing Neural Chips for Hundreds of Neurons 785 PULSE-FIRING NEURAL CIDPS FOR HUNDREDS OF NEURONS Michael Brownlow Lionel Tarassenko Dept.  Eng.  Science Univ.  of Oxford Oxford  OX1  3PJ Alan F.  Murray Dept.  Electrical Eng. Univ.  of Edinburgh Mayfield  Road Edinburgh EH9 3JL Alister Hamilton II  Song Han(l) H. Martin Reekie Dept.  Electrical Eng. U niv.  of Edinburgh ABSTRACT We  announce  new  CMOS  synapse  circuits  using  only  three and four  MOSFETsisynapse.  Neural states are asynchronous pulse  streams
1989,Rule Representations in a Connectionist Chunker,,Rule Representations in a Connectionist Chunker 431 Rule Representations in  a Connectionist Chunker David S.  Touretzky  Gillette Elvgren m School of Computer Science Carnegie Mellon University Pittsburgh
1989,A Neural Network for Real-Time Signal Processing,,248  MalkofT A Neural Network for Real-Time Signal Processing Donald B.  Malko General Electric  /  Advanced Technology Laboratories Moorestown Corporate Center Building  145-2
1989,Speaker Independent Speech Recognition with Neural Networks and Speech Knowledge,,218 Bengio
1989,Analytic Solutions to the Formation of Feature-Analysing Cells of a Three-Layer Feedforward Visual Information Processing Neural Net,,160 Tang Analytic Solutions to the Formation of Feature-Analysing Cells of a Three-Layer Feedforward Visual Information Processing Neural Net Microelectronics and Computer Technology Corporation D.S. Tang 3500 West Balcones Center Drive Austin
1989,An Analog VLSI Model of Adaptation in the Vestibulo-Ocular Reflex,,742 DeWeerth and Mead An Analog  VLSI Model  of Adaptation in the  Vestibulo-Ocular  Reflex Stephen P.  DeWeerth and  Carver A.  Mead California Institute of Technology Pasadena
1989,A Reconfigurable Analog VLSI Neural Network Chip,,758 Satyanarayana
1989,Handwritten Digit Recognition with a Back-Propagation Network,,396 Le Cun
1989,Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks,,Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks 769 Digital-Analog Hybrid Synapse Chips for Electronic Neural Networks A  Moopenn
1989,Computational Eiciency: A Common Organizing Principle for Parallel Computer Maps and Brain Maps?,,60 Nelson and Bower Computational Eiciency: A  Common  Organizing  Principle  for Parallel  Computer  Maps  and  Brain  Maps? Mark E.  Nelson  James  M.  Bower Computation and Neural Systems Program Division of Biology
1989,A Cost Function for Internal Representations,,A Cost Function for Internal Representations 733 A  Cost  Function for  Internal Representations Anders Krogh The Niels  Bohr Institute Blegdamsvej  17 2100  Copenhagen Denmark G. I.  Thorbergsson Nordita Blegdamsvej  17 2100  Copenhagen Denmark John A.  Hertz Nordita Blegdamsvej  17 2100  Copenhagen Denmark ABSTRACT We  introduce  a  cost  function  for  learning  in  feed-forward  neural networks  which  is  an  explicit  function  of the  internal representa(cid:173)tion  in  addition  to  the  weights.  The  learning  problem  can  then be formulated  as two simple perceptrons and  a  search for  internal representations.  Back-propagation  is  recovered  as  a  limit.  The frequency  of successful  solutions  is  better for  this  algorithm than for  back-propagation when  weights and hidden  units  are  updated on the same timescale i.e.  once  every learning step. 1 INTRODUCTION In  their  review  of back-propagation  in  layered  networks
1989,HMM Speech Recognition with Neural Net Discrimination,,194 Huang and Lippmann HMM Speech  Recognition with  Neural Net Discrimination* William Y.  Huang and Richard P.  Lippmann Lincoln  Laboratory
1989,The Eects of Circuit Integration on a Feature Map Vector Quantizer,,226  Mann The  Eects  of Circuit  Integration  on  a  Feature Map  Vector  Quantizer Jim  lVIann MIT Lincoln  Laboratory 244  Wood  St. Lexington
1989,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,,630 Morgan and Bourfard Generalization and Parameter Estimation in Feedforward Nets: Some Experiments ~. Morgant International Computer Science Institute Berkeley
1989,VLSI Implementation of a High-Capacity Neural Network Associative Memory,,VLSI Implementation of a High-Capacity Neural Network 793 VLSI Implementation of a  High-Capacity Neural Network Associative Memory Tzi-Dar  Chiueh 1  and Rodney  M.  Goodman Department of Electrical Engineering (116-81) California Institute of Technology Pasadena
1989,The Cascade-Correlation Learning Architecture,,524 Fablman and Lebiere The  Cascade-Correlation Learning Architecture Scott E. Fahlman and Christian Lebiere School of Computer Science Carnegie-Mellon University Pittsburgh
1989,Sigma-Pi Learning: On Radial Basis Functions and Cortical Associative Learning,,474  Mel and Koch Sigma-Pi Learning: On Radial Basis Functions and  Cortical Associative Learning Christof Koch Bartlett W.  Mel Computation and  Neural Systems Program Caltech
